"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"1789","MISIONERA III (ART)","abril",20,70
"1790","MOISES ABRAHAM (ART)","abril",2,5
"1791","MUTRUN (L","abril",201,237
"1792","NAGASAKI (ART)","abril",20,47
"1793","NAZARETH II (ART)","abril",34,80
"1794","NEBRASKA (ART)","abril",41,133
"1795","NELY NICOLE II","abril",37,130
"1796","NIEBLA","abril",10,65
"1797","NIÑA XIMENA (L","abril",71,210
"1798","NOEMI SIMONEY (ART)","abril",22,115
"1799","NUESTRA SRA DE LA TIRANA II (IND)","abril",123,178
"1800","OCEANIA (L","abril",328,388
"1801","OCEANI III (ART)","abril",0,0
"1802","ORCA (ART)","abril",48,68
"1803","ORIENTE (ART)","abril",176,254
"1804","ORION IV (ART)","abril",0,47
"1805","ORKA (ART)","abril",27,89
"1806","OSCAR ALONSO (L","abril",159,353
"1807","OSFRAMA (ART)","abril",15,80
"1808","OVNIS (ART)","abril",65,114
"1809","PALMI II (ART)","abril",5,49
"1810","PALMI I (L","abril",110,150
"1811","PAOLA I (ART)","abril",50,152
"1812","PAOLA STEPHANIE (L","abril",190,255
"1813","PAPA MARAVILLA III (ART)","abril",85,137
"1814","PARINA I (IND)","abril",71,309
"1815","PAULINA M (ART)","abril",29,122
"1816","PEDRO L (L","abril",51,121
"1817","PEHUENCO (IND)","abril",54,181
"1818","PELICANO (IND)","abril",105,374
"1819","PETROHUE I (ART)","abril",29,94
"1820","PETROHUE II (ART)","abril",33,141
"1821","PETROHUE III (ART)","abril",40,143
"1822","PIGARGO (ART)","abril",0,13
"1823","PILFICAN III (ART)","abril",0,18
"1824","PILFICAN IV (ART)","abril",2,18
"1825","PINITA (L","abril",352,407
"1826","POLACO I (ART-TRP)","abril",0,17
"1827","POLARIS II (IND)","abril",222,360
"1828","POLUX (IND)","abril",94,181
"1829","POSEIDON II (ART)","abril",40,110
"1830","PUERTO BALLARTA (ART)","abril",4,26
"1831","PUERTO BALLENA (FAB)","abril",1,2
"1832","PUERTO BRAVO (ART)","abril",15,19
"1833","PUERTO TORO (FAB)","abril",486,679
"1834","PUERTO WILLIAMS (FAB)","abril",397,670
"1835","PUMA II (ART)","abril",36,44
"1836","PUNTA BRAVA (ART)","abril",23,78
"1837","PUNTA MAULE II (ART)","abril",37,129
"1838","PUNTA TALCA (ART)","abril",114,165
"1839","PUNTA VERDE I","abril",31,92
"1840","PURISIMA DEL CARMEN (L","abril",71,83
"1841","QUERELEMA (IND)","abril",62,252
"1842","QUIMERA (ART)","abril",38,121
"1843","RAMIRO M (ART)","abril",130,170
"1844","RAPANUI (IND)","abril",36,133
"1845","RAQUEL I (ART)","abril",14,103
"1846","RAUL CESAR (ART)","abril",79,210
"1847","RAUL M (ART)","abril",45,136
"1848","RELAMPAGO (IND)","abril",41,139
"1849","REY DE REYES (ART)","abril",112,152
"1850","RICARDO I (ART)","abril",24,115
"1851","RICARDO JESUS (ART)","abril",35,93
"1852","RICHIMAR (ART-TRP)","abril",2,17
"1853","RIEKA I (ART)","abril",35,113
"1854","RIMALFREDAN II (ART)","abril",29,79
"1855","RIO JORDAN IV (ART)","abril",56,155
"1856","RIO JORDAN VII (L","abril",55,120
"1857","RIO JORDAN X (ART)","abril",55,158
"1858","RIO MAULE I (ART)","abril",0,3
"1859","RIO QUEULE I (ART)","abril",15,73
"1860","RIO SIMPSON II (ART)","abril",85,111
"1861","RIO TOLTEN I (ART)","abril",17,80
"1862","RIO VALDIVIA (ART)","abril",14,69
"1863","ROCIO (L","abril",72,82
"1864","RODIALFA III (ART)","abril",0,5
"1865","RODRIGO (ART)","abril",31,86
"1866","RODRIGO I (ART)","abril",45,120
"1867","ROLANDO (ART)","abril",24,86
"1868","RUBY FRANCISCA (ART)","abril",52,151
"1869","RUTH (IND)","abril",83,281
"1870","SADAN (ART)","abril",22,66
"1871","SAMARITANO (ART)","abril",30,73
"1872","SAMARITANO I (ART)","abril",4,18
"1873","SAN CARLOS II (L","abril",277,414
"1874","SANDRITA I (ART)","abril",76,166
"1875","SANDY III (ART)","abril",38,151
"1876","SAN JORGE I (IND)","abril",98,332
"1877","SAN JOSE (IND)","abril",55,234
"1878","SAN SEBASTIAN I","abril",0,72
"1879","SANTA AIDA I (ART)","abril",56,121
"1880","SANTA BARBARA II (L","abril",1,28
"1881","SANTA IRENE III (L","abril",221,323
"1882","SANTA ISABEL IV (L","abril",0,65
"1883","SANTA MARGARITA I (L","abril",34,119
"1884","SANTA MARIA A (ART)","abril",10,42
"1885","SANTA MARIA II (IND)","abril",0,30
"1886","SANTA PALESTINA I (L","abril",189,265
"1887","SANTA XIMENA II (L","abril",118,231
"1888","SANTIAGO (ART)","abril",51,109
"1889","SANTO ISIDORO (L","abril",283,372
"1890","SARAY ESMERALDA - M    ART","abril",35,125
"1891","SARITA II (ART)","abril",52,90
"1892","SHALOM II (ART)","abril",42,143
"1893","SHIMANE (ART)","abril",55,166
"1894","SIXTO ABRAHAM (ART)","abril",33,103
"1895","SIXTO ABRAHAM I (ART)","abril",64,116
"1896","SKORPION (IND)","abril",94,136
"1897","SKORPION II (ART)","abril",275,350
"1898","SOCOROMA (ART)","abril",104,193
"1899","SOCOROMA I (ART)","abril",112,191
"1900","SOCOROMA II (ART)","abril",31,82
"1901","SOFIA-A (ART)","abril",60,133
"1902","SOFIA MAGDALENA (ART)","abril",11,62
"1903","SOFIA M (L","abril",185,240
"1904","SOL NACIENTE II (L","abril",8,17
"1905","SOTILEZA (ART)","abril",55,134
"1906","STA. ISABEL III (L","abril",0,63
"1907","STA. ISABEL I (L","abril",0,69
"1908","STA XIMENA (L","abril",124,228
"1909","STELLA MARIS II (ART-TRP)","abril",29,104
"1910","SUREÑA (ART","abril",0,5
"1911","SUSANA (ART)","abril",76,121
"1912","SUSANA C (ART)","abril",380,498
"1913","TIO CHITO (ART)","abril",57,117
"1914","TIO GRINGO (IND)","abril",48,70
"1915","TOCONAO (ART)","abril",24,68
"1916","TOME (ART)","abril",48,76
"1917","TOME II (ART)","abril",14,88
"1918","TOTO (ART)","abril",1,28
"1919","TRAUWÜN I (ART)","abril",45,61
"1920","TRINIDAD (ART)","abril",37,156
"1921","TRINQUETE (ART)","abril",105,199
"1922","TRUENO I (IND)","abril",1,3
"1923","TSUNAMI S (ART)","abril",63,133
"1924","TUAREG I (ART)","abril",33,126
"1925","TUMBES (L","abril",170,295
"1926","TURIMAR II (ART)","abril",25,63
"1927","TURIMAR III (ART)","abril",19,53
"1928","UNIONSUR (FAB)","abril",572,826
"1929","UNZEN (FAB)","abril",661,834
"1930","UZIEL II (ART)","abril",70,114
"1931","VALENCIA (ART)","abril",31,171
"1932","VALENTINA (L","abril",72,267
"1933","VENTISQUERO (IND)","abril",119,362
"1934","VERONICA ALEJANDRA (ART)","abril",20,74
"1935","VESTERVEG (IND)","abril",24,91
"1936","VICHUQUEN II (IND)","abril",21,175
"1937","VICTOR GUILLERMO (ART)","abril",23,91
"1938","VIRGO (ART)","abril",4,23
"1939","XIMENA I (ART)","abril",28,114
"1940","XOLOT (ART)","abril",38,149
"1941","YARODAL II (TRP)","abril",0,34
"1942","YELCHO I (IND)","abril",37,156
"1943","YENNY (ART)","abril",17,34
"1944","YOLANDA FILOMENA (L","abril",323,413
"1945","YOLANDA II (L","abril",192,273
"1946","YOLANDA S (ART)","abril",9,29
"1947","YOSHIRA (ART)","abril",52,113
"1948","YOVANKA (L","abril",155,387
"1949","YOXCY (L","abril",7,32
"1950","YUCATAN (L","abril",132,229
"1951","ABATE MOLINA","mayo",308,536
"1952","ABEL (ART)","mayo",51,216
"1953","ABRAHAM (ART)","mayo",42,186
"1954","ABUELITA FLOR  (ART)","mayo",0,41
"1955","ACHERNAR (ART)","mayo",76,221
"1956","ACUARIO I (ART)","mayo",174,266
"1957","ACUARIO III (ART)","mayo",0,19
"1958","ACUARIO IV (ART)","mayo",76,84
"1959","ADONAI (ART)","mayo",8,32
"1960","ADRIANA (ART)","mayo",37,151
"1961","ADRIANA IX (ART)","mayo",25,102
"1962","ADRIANA V (ART)","mayo",44,177
"1963","ADRIANA X (ART)","mayo",67,237
"1964","AGUILA REAL (ART)","mayo",26,104
"1965","AGUILA REAL II (ART)","mayo",5,21
"1966","ALBERTO M (ART)","mayo",13,46
"1967","ALBIMER (IND)","mayo",8,54
"1968","ALBORADA (ART)","mayo",137,195
"1969","ALDEBARAN II (ART)","mayo",39,83
"1970","ALDO Y FELIPE (L","mayo",205,226
"1971","ALERCE (IND)","mayo",52,298
"1972","ALFA I (L","mayo",206,478
"1973","ALTAIR I (IND)","mayo",226,316
"1974","AMADEUS (ART)","mayo",59,216
"1975","AMADEUS II (ART)","mayo",58,195
"1976","AMPARITO I (ART)","mayo",18,43
"1977","ANA LUISA (ART)","mayo",28,73
"1978","ANDREA C (ART)","mayo",28,99
"1979","ANGAMOS 2 (IND)","mayo",64,374
"1980","ANGAMOS 3 (IND)","mayo",68,351
"1981","ANGAMOS 4 (IND)","mayo",0,23
"1982","ANGAMOS 9 (IND)","mayo",47,364
"1983","ANGELA VALENTINA (ART)","mayo",71,241
"1984","ANGELINA (ART)","mayo",42,117
"1985","ANMAI    (ART)","mayo",125,185
"1986","ANSELMO I (ART)","mayo",3,25
"1987","ANTARES (IND)","mayo",226,374
"1988","ANTARES II (ART)","mayo",0,8
"1989","ANTARES IV (ART)","mayo",1,50
"1990","ANTARES V (ART)","mayo",71,234
"1991","AQUILES PANCHO I  (IND)","mayo",46,98
"1992","ARAUCANA III (L","mayo",110,294
"1993","ARKHOS I (ART)","mayo",42,136
"1994","ARKHOS II (ART)","mayo",59,157
"1995","ARKHOS III (ART)","mayo",41,169
"1996","ARKHOS IV (ART)","mayo",52,182
"1997","ARMANDO S (ART)","mayo",45,137
"1998","ATACAMA IV (IND)","mayo",26,142
"1999","ATACAMA V (IND)","mayo",12,74
"2000","AUDAZ (IND)","mayo",62,363
"2001","AVENTURERO (IND)","mayo",57,306
"2002","AZARIEL (ART)","mayo",48,108
"2003","BANDURRIA (IND)","mayo",46,258
"2004","BARRACUDA IV (IND)","mayo",63,360
"2005","BELEN III (ART-TRP)","mayo",29,53
"2006","BEN HUR (ART-TRP)","mayo",67,121
"2007","BENJAMIN (ART)","mayo",13,41
"2008","BETANZOS (FAB)","mayo",0,107
"2009","BETTY YULY (L","mayo",359,418
"2010","BIO BIO (ART)","mayo",62,191
"2011","BLANCA ESTELA (ART)","mayo",7,9
"2012","BLANQUILLO (IND)","mayo",0,8
"2013","BODANES (IND)","mayo",0,46
"2014","BONN (IND)","mayo",194,463
"2015","BRENDA ESMERALDA (ART)","mayo",22,51
"2016","BRISA (L","mayo",408,445
"2017","BRUMA (L","mayo",334,453
"2018","BRYAN ALEJANDRO (ART)","mayo",0,37
"2019","BUCANERO I (IND)","mayo",33,166
"2020","CABO DE HORNOS (FAB)","mayo",182,322
"2021","CABO TAMAR II (ART)","mayo",2,70
"2022","CAMIÑA (IND)","mayo",0,1
"2023","CANAAN (ART)","mayo",38,131
"2024","CANDELARIA (ART)","mayo",106,290
"2025","CANDELARIA II (ART)","mayo",91,300
"2026","CANOPUS III (ART)","mayo",42,135
"2027","CAPELLO (ART)","mayo",99,231
"2028","CARACOLA (L","mayo",472,498
"2029","CARLA AGUSTIN (ART)","mayo",43,130
"2030","CARLOS EMILIO (ART)","mayo",33,97
"2031","CARLOS FABIAN I (L","mayo",49,93
"2032","CARLOS PATRICIO (ART)","mayo",37,117
"2033","CARMENCHA (L","mayo",95,136
"2034","CARMEN LORETO (ART)","mayo",41,94
"2035","CAZADOR (IND)","mayo",98,424
"2036","CAZADOR (L","mayo",183,321
"2037","CECILIA III (ART)","mayo",56,215
"2038","CELINA I (ART)","mayo",33,101
"2039","CENTURION 2000 (L","mayo",117,137
"2040","CESAR MIGUEL (ART)","mayo",47,177
"2041","CHALLUPEN (ART)","mayo",8,49
"2042","CHANGO (ART)","mayo",72,220
"2043","CHANGO I (ART)","mayo",53,216
"2044","CHELITA I (ART)","mayo",186,197
"2045","CHUBASCO I (ART)","mayo",48,177
"2046","CISNE BLANCO (FAB)","mayo",557,975
"2047","CLAUDIA ALEJANDRA (IND)","mayo",13,97
"2048","CLAUDIA SOFIA (ART)","mayo",373,577
"2049","CLAUDIO I (ART)","mayo",35,150
"2050","COBRA (IND)","mayo",56,214
"2051","COCHA (IND)","mayo",266,396
"2052","COLLEN (IND)","mayo",25,199
"2053","COÑA (L","mayo",379,401
"2054","CONCEPCION (ART)","mayo",0,89
"2055","CONSTITUCION (ART)","mayo",15,32
"2056","CONY I (IND)","mayo",384,476
"2057","CORAL I (IND)","mayo",0,35
"2058","CORPESCA 2 (IND)","mayo",59,375
"2059","CORSARIO I (IND)","mayo",31,227
"2060","COSTA GRANDE 1 (IND)","mayo",5,30
"2061","COYI I (ART)","mayo",63,227
"2062","COYI II (ART)","mayo",75,232
"2063","CRISTIAN GUILLERMO (ART)","mayo",54,121
"2064","CRISTOBAL (ART)","mayo",51,121
"2065","DALCA (ART)","mayo",81,103
"2066","DANIEL (ART)","mayo",60,222
"2067","DANIELA S (ART)","mayo",113,180
"2068","DANIEL NICOLAS (ART)","mayo",106,237
"2069","DELFIN 2000 (ART)","mayo",44,136
"2070","DEMETRIO II (L","mayo",332,455
"2071","DIEGO ESTEBAN (ART)","mayo",46,175
"2072","DIEGO RAMIREZ (FAB)","mayo",2,112
"2073","DOMENICA (ART)","mayo",54,221
"2074","DOÑA ADRIANA LM  ART","mayo",21,65
"2075","DOÑA BELLA (L","mayo",563,578
"2076","DOÑA BERNARDA (L","mayo",44,155
"2077","DOÑA CARMELA","mayo",18,50
"2078","DOÑA CATALINA","mayo",17,51
"2079","DOÑA CLAUDINA","mayo",0,44
"2080","DOÑA COCA (ART)","mayo",11,19
"2081","DON ADOLFO II (ART)","mayo",15,58
"2082","DON ADRIAN II (L","mayo",84,277
"2083","DOÑA GLADYS II (ART)","mayo",24,112
"2084","DOÑA JOVA 2DA (ART)","mayo",56,167
"2085","DON ALAMIRO","mayo",0,5
"2086","DON ALEJANDRO II (ART)","mayo",462,494
"2087","DON ALEX (L","mayo",411,446
"2088","DON ALFONSO (IND)","mayo",81,375
"2089","DON ALFONSO II (ART)","mayo",14,54
"2090","DON ALFREDO (L","mayo",167,367
"2091","DOÑA MARGARITA C (ART)","mayo",62,188
"2092","DOÑA MERCEDES (ART)","mayo",35,53
"2093","DON ANGEL (ART)","mayo",36,123
"2094","DON ANSELMO II (ART)","mayo",44,173
"2095","DOÑA PILAR II (ART)","mayo",47,205
"2096","DON ARMANDO (ART)","mayo",25,57
"2097","DON ARNALDO (ART)","mayo",20,45
"2098","DON ATILIO (ART)","mayo",33,121
"2099","DOÑA VIOLETA (ART)","mayo",45,142
"2100","DON BASILIO (L","mayo",52,215
"2101","DON BENITO II (ART)","mayo",39,135
"2102","DON BENJA (ART)","mayo",54,169
"2103","DON BORIS (IND)","mayo",59,324
"2104","DON BRUNO","mayo",43,142
"2105","DON CARLOS (L","mayo",239,451
"2106","DON CHELO II (ART)","mayo",33,113
"2107","DON CHOLITO (ART)","mayo",18,63
"2108","DON CLAUDIO (L/B)","mayo",42,134
"2109","DON CORLEONE (ART)","mayo",11,97
"2110","DON DANIEL I (L","mayo",60,229
"2111","DON DANILO F (ART)","mayo",264,402
"2112","DON DANY (L","mayo",253,512
"2113","DON DAVID II (ART)","mayo",459,613
"2114","DON DEMETRIO III (ART)","mayo",82,207
"2115","DON DIONISIO II (ART)","mayo",60,185
"2116","DON EDMUNDO (IND)","mayo",62,270
"2117","DON EDUARDO II (ART-TRP)","mayo",1,42
"2118","DON ELEUTERIO (ART)","mayo",49,118
"2119","DON EMILIO (ART)","mayo",15,65
"2120","DON EMILIO IV (ART)","mayo",10,38
"2121","DON ENRI II   ART","mayo",54,146
"2122","DON ENRIQUE F (L","mayo",278,490
"2123","DON ERNESTO AYALA MARFIL (IND)","mayo",59,335
"2124","DON ERNESTO I (ART)","mayo",30,106
"2125","DON EUGENIO (ART)","mayo",277,363
"2126","DON FELIX III (L","mayo",462,473
"2127","DON FELIX II (L","mayo",460,509
"2128","DON FELIX (L","mayo",495,530
"2129","DON FERNANDO I (ART)","mayo",29,106
"2130","DON FERNANDO II (ART)","mayo",67,158
"2131","DON FRANCISCO I (ART)","mayo",0,11
"2132","DON GERMAN I (L","mayo",311,373
"2133","DON GILBERTO I (ART)","mayo",263,405
"2134","DON GINO (IND)","mayo",43,262
"2135","DON GUILLERMO I (ART)","mayo",45,140
"2136","DON HELENO (L","mayo",413,464
"2137","DON HUGO (ART)","mayo",43,140
"2138","DON IGEL (L","mayo",102,253
"2139","DON JAIME (ART)","mayo",36,124
"2140","DON JEAN PIERRE (ART)","mayo",335,430
"2141","DON JOAQUIN  (ART)","mayo",37,119
"2142","DON JOAQUIN II (ART)","mayo",27,104
"2143","DON JORGE","mayo",1,55
"2144","DON JORGE LUIS M (ART)","mayo",95,268
"2145","DON JOSE EDGARDO (ART)","mayo",27,96
"2146","DON JOSE I (ART)","mayo",34,136
"2147","DON JOSE MIGUEL (ART)","mayo",57,187
"2148","DON JUAN C (ART)","mayo",40,149
"2149","DON JUAN I (ART)","mayo",39,80
"2150","DON JULIAN (ART)","mayo",36,122
"2151","DON JULIO (BZA)","mayo",429,889
"2152","DON KAKO (ART)","mayo",63,182
"2153","DON LEONEL (ART)","mayo",21,54
"2154","DON LOLO (ART)","mayo",47,153
"2155","DON LUCHO III (ART)","mayo",21,66
"2156","DON LUIS (LM)","mayo",45,125
"2157","DON LUIS ALBERTO (ART)","mayo",16,64
"2158","DON LUIS ALBERTO II (ART)","mayo",19,73
"2159","DON LUIS D (ART)","mayo",76,224
"2160","DON MANUEL (IND)","mayo",80,440
"2161","DON MARCIAL (L","mayo",53,182
"2162","DON MATEO (ART)","mayo",82,264
"2163","DON MATEO I (ART)","mayo",25,28
"2164","DON MATIAS I (L","mayo",372,463
"2165","DON MAURICIO I (ART)","mayo",35,64
"2166","DON MAXI (ART)","mayo",95,191
"2167","DON MIGUEL (ART)","mayo",23,87
"2168","DON NESTOR (L","mayo",164,412
"2169","DON NORMA (ART)","mayo",14,31
"2170","DON OSCAR (ART)","mayo",1,3
"2171","DON PANCRACIO (ART)","mayo",39,147
"2172","DON PASCUAL (ART)","mayo",27,99
"2173","DON PATRICIO I (ART)","mayo",0,1
"2174","DON PEDRO M (ART)","mayo",56,178
"2175","DON PEPE (ART)","mayo",44,122
"2176","DON PEY II (ART)","mayo",6,43
"2177","DON RAUL I (ART)","mayo",1,130
"2178","DON RICARDO (ART)","mayo",7,52
"2179","DON RICARDO II (ART)","mayo",16,81
"2180","DON ROBERT (ART)","mayo",70,196
"2181","DON RUFINO II (ART)","mayo",52,75
"2182","DON SEBASTIAN (L","mayo",25,101
"2183","DON STEFAN (IND)","mayo",296,512
"2184","DON TITO (IND)","mayo",56,276
"2185","DON TITO R (ART)","mayo",64,215
"2186","DON TOMAS (L","mayo",204,361
"2187","DON ULMES (ART)","mayo",6,27
"2188","DON VALENTIN (ART)","mayo",35,130
"2189","DON VICENTE I (ART)","mayo",107,160
"2190","DON VICTORINO (ART)","mayo",43,135
"2191","DRAKAR II (ART-TRP)","mayo",0,78
"2192","DUQUECO (IND)","mayo",0,29
"2193","EBENEZER II (ART)","mayo",41,130
"2194","EBEN EZER III (ART)","mayo",32,121
"2195","EDEN I (ART)","mayo",58,201
"2196","EL ACUARIO I (ART)","mayo",63,119
"2197","EL ACUARIO (L","mayo",67,68
"2198","EL CHONO (ART)","mayo",1,5
"2199","EL CID (ART)","mayo",49,193
"2200","ELENA S (IND)","mayo",0,33
"2201","ELOISA II (ART)","mayo",58,169
"2202","EL ROBLE (L","mayo",310,484
"2203","ELVA S (ART","mayo",32,73
"2204","EL YEYE (ART)","mayo",51,155
"2205","EMELINDA (ART)","mayo",43,123
"2206","ENRIQUETA (ART)","mayo",404,524
"2207","EPERVA 49 (IND)","mayo",20,162
"2208","EPERVA 51 (IND)","mayo",61,365
"2209","EPERVA 56 (IND)","mayo",64,367
"2210","EPERVA 61 (IND)","mayo",39,325
"2211","EPERVA 62 (IND)","mayo",68,369
"2212","EPERVA 65 (IND)","mayo",0,10
"2213","EPERVA 66 (IND)","mayo",0,1
"2214","ERICK GABRIEL (ART-TRP)","mayo",0,57
"2215","ERIKA (IND)","mayo",0,18
"2216","ESPERANZA I (ART)","mayo",131,176
"2217","ESTRELLA DE DAVID (ART)","mayo",39,127
"2218","ESTRELLA DEL SUR (L","mayo",0,8
"2219","ESTRELLA II (ART)","mayo",52,93
"2220","ESTRELLA III (ART)","mayo",29,125
"2221","ESTURION (ART)","mayo",11,53
"2222","FEIDIPIDES (L","mayo",19,40
"2223","FELIPE EDUARDO (ART)","mayo",0,9
"2224","FERNANDO ANDRES III (TRP-V)","mayo",109,188
"2225","FERNANDO ANDRES II (L","mayo",377,626
"2226","FITZ ROY (ART-TRP)","mayo",6,40
"2227","FLORENCIA (ART)","mayo",36,137
"2228","FLORINA I (ART)","mayo",35,135
"2229","FOCHE (IND)","mayo",117,270
"2230","FORTUNA IV (ART)","mayo",71,260
"2231","FORTUNA V (ART)","mayo",66,254
"2232","FRANCISCO JAVIER (ART)","mayo",6,23
"2233","FRAPOLI (L","mayo",136,234
"2234","FRIOSUR IX (IND)","mayo",632,720
"2235","FRIOSUR X (IND)","mayo",588,691
"2236","GALEON II (ART)","mayo",64,157
"2237","GAROTA (ART)","mayo",37,119
"2238","GAROTA I (ART)","mayo",74,137
"2239","GAROTA II (ART)","mayo",34,117
"2240","GAROTA III (ART)","mayo",45,143
"2241","GAROTA IV (ART)","mayo",45,166
"2242","GAROTA V (ART)","mayo",39,128
"2243","GEDEON (ART-TRP)","mayo",91,177
"2244","GENESIS ELENA (ART)","mayo",18,37
"2245","GIANFRANCO (ART)","mayo",27,65
"2246","GIANLUCA (ART)","mayo",25,78
"2247","GIANPIERO I","mayo",71,257
"2248","GLACIAR I (ART)","mayo",26,120
"2249","GLOBAL PESCA II (FAB)","mayo",644,1013
"2250","GLOBAL PESCA III (FAB)","mayo",568,1020
"2251","GREISIS NICOL II (ART)","mayo",25,93
"2252","GRINGO (IND)","mayo",161,380
"2253","GUAJACHE II (ART)","mayo",41,186
"2254","GUANAYE 2 (IND)","mayo",63,180
"2255","GUAYACAN I (ART)","mayo",0,28
"2256","GUERRERO DE PACIFICO (ART)","mayo",452,615
"2257","GUILLERMO I (ART)","mayo",32,127
"2258","HALCON (IND)","mayo",56,382
"2259","HECTOR ALFREDO (L","mayo",221,440
"2260","HERACLES (L","mayo",202,321
"2261","HERIVAL II (ART)","mayo",182,251
"2262","HERMINIA I (ART)","mayo",37,95
"2263","HUANAY (L","mayo",180,296
"2264","HUMBOLDT II (ART)","mayo",72,199
"2265","HURACAN (IND)","mayo",51,377
"2266","HURACAN I (ART)","mayo",19,154
"2267","ICALMA (IND)","mayo",57,358
"2268","IMPERIO AUSTRAL (ART)","mayo",0,4
"2269","INDEPENDENCIA II (ART)","mayo",140,241
"2270","INGRID FERNANDA (ART)","mayo",104,152
"2271","INTREPIDO (IND)","mayo",85,392
"2272","ISAAC (ART)","mayo",53,184
"2273","ISAAC II (ART)","mayo",40,111
"2274","ISAAC M (ART)","mayo",13,59
"2275","ISIDORA I (ART)","mayo",72,258
"2276","ISLA LLAHUEN (ART)","mayo",0,5
"2277","ISLA ORCAS (IND)","mayo",54,97
"2278","ISLA PICTON","mayo",227,431
"2279","ISLA TABON (L","mayo",203,330
"2280","IVETH I (L","mayo",65,142
"2281","JACKIE (L","mayo",176,305
"2282","JACOB-ISRAEL (ART)","mayo",122,346
"2283","JAIRO ELI (ART)","mayo",58,150
"2284","JAQUELINE (ART)","mayo",80,111
"2285","JAVIERA II (L","mayo",226,333
"2286","JECHITO VI (L","mayo",133,238
"2287","JEPE I (ART)","mayo",23,74
"2288","JERUSALEN 2 (ART)","mayo",5,16
"2289","J J (ART)","mayo",57,177
"2290","JOEL I (ART)","mayo",67,209
"2291","JORGE ANDRES (ART)","mayo",64,222
"2292","JORGE HERNAN M (ART)","mayo",21,128
"2293","JORGE VI (TRP)","mayo",78,124
"2294","JOSE I (ART)","mayo",197,291
"2295","JOSE LUIS (ART)","mayo",366,510
"2296","JOSUE (ART)","mayo",71,278
"2297","JOSUE SEGUNDO  LB","mayo",50,224
"2298","JOYA DEL PACIFICO (L","mayo",399,447
"2299","JOYA II (L","mayo",269,504
"2300","JOYA I (L","mayo",24,34
"2301","JUAN ANTONIO I (L","mayo",351,494
"2302","JUAN BAUTISTA (L","mayo",200,276
"2303","JUAN CLAUDIO (ART)","mayo",489,557
"2304","JUAN CLAUDIO III   LB","mayo",440,662
"2305","JUAN CLAUDIO II (L","mayo",353,614
"2306","JUAN CLAUDIO I (L","mayo",228,475
"2307","JUAN I (L","mayo",307,334
"2308","JUAN MARCELO (ART)","mayo",36,130
"2309","KALI (ART)","mayo",45,183
"2310","KAREN PAMELA (ART)","mayo",62,224
"2311","KARINA I (ART-TRP)","mayo",82,110
"2312","KAWESCAR (ART)","mayo",57,230
"2313","KIMY II (ART)","mayo",74,203
"2314","KIPPERNES (ART)","mayo",47,215
"2315","KOKALECA III (ART)","mayo",0,21
"2316","KORMORAN 2DO (ART)","mayo",36,155
"2317","LA ANGELITA (ART)","mayo",82,154
"2318","LAGO GENESARET (L","mayo",45,105
"2319","LAGO RANCO (ART)","mayo",50,129
"2320","LA JIBIA (L","mayo",0,33
"2321","LA VICTORIA (ART)","mayo",29,166
"2322","LICANTEN (IND)","mayo",19,132
"2323","LIDER (IND)","mayo",68,376
"2324","LIDIA C (ART)","mayo",33,97
"2325","LINARES (ART)","mayo",7,35
"2326","LOA 1 (IND)","mayo",29,127
"2327","LOA 2 (IND)","mayo",17,158
"2328","LOA 7 (IND)","mayo",17,69
"2329","LOBA DE MAR (ART)","mayo",71,167
"2330","LOBO DE AFUERA IV (ART)","mayo",44,143
"2331","LOBO DE AFUERA V (ART)","mayo",62,221
"2332","LONCO (IND)","mayo",55,355
"2333","LONQUIMAY (ART)","mayo",57,155
"2334","LONQUIMAY 2 (ART)","mayo",47,192
"2335","LORETO V (ART)","mayo",66,217
"2336","LOS VILOS II (ART)","mayo",42,144
"2337","LUCAS I (ART)","mayo",43,98
"2338","LUCAS III (ART-TRP)","mayo",0,49
"2339","LUIS ALBERTO I (L","mayo",446,638
"2340","LUIS ALBERTO (L","mayo",371,591
"2341","LUIS ALFONSO I (L","mayo",155,277
"2342","LUIS ANDRES I (L","mayo",367,564
"2343","LUIS DAVID C (L","mayo",377,464
"2344","LUZ ELENA (L","mayo",305,357
"2345","MACEDONIA I (ART)","mayo",10,22
"2346","MAGDALENA II (ART)","mayo",8,32
"2347","MAIMAU I  (ART)","mayo",40,200
"2348","MAMA ANTONIA (L","mayo",462,539
"2349","MARBELLA II (ART)","mayo",33,69
"2350","MARCELO RODOLFO (ART)","mayo",78,247
"2351","MARCO POLO (ART)","mayo",36,118
"2352","MAR DE LIGURIA (ART)","mayo",24,58
"2353","MAR DE ROSS","mayo",143,218
"2354","MARGOT MARIA (ART-TRP)","mayo",0,50
"2355","MARGOT MARIA IV (ART)","mayo",41,124
"2356","MARIA BELEN (ART)","mayo",90,209
"2357","MARIA CRUZ II (L","mayo",126,247
"2358","MARIA EMPERATRIZ  III (IND)","mayo",112,168
"2359","MARIA EUGENIA M (L","mayo",366,474
"2360","MARIA ISABEL (ART)","mayo",42,153
"2361","MARIA JESUS I (ART)","mayo",116,301
"2362","MARIA JOSE (IND)","mayo",31,196
"2363","MARIA LORETO (L","mayo",244,258
"2364","MARIA M (L","mayo",418,607
"2365","MARIANA B (ART)","mayo",0,10
